year,month,channel,metric,predicted_value,lower_bound,upper_bound,ds
2026,1,AI Traffic,avg_session_duration,280.2247922202114,-97.91972312768875,660.9949711181829,2026-01-01
2026,2,AI Traffic,avg_session_duration,286.6873053617655,-120.2869420769501,693.3114624546289,2026-02-01
2026,3,AI Traffic,avg_session_duration,292.52441400574975,-95.14658734704653,702.5794216121899,2026-03-01
2026,4,AI Traffic,avg_session_duration,298.98692714730385,-93.08806737429794,694.7176718839986,2026-04-01
2026,5,AI Traffic,avg_session_duration,305.2409721230013,-56.40613271863529,671.9460935266504,2026-05-01
2026,6,AI Traffic,avg_session_duration,311.70348526455547,-50.70869510605426,679.1406890275921,2026-06-01
2026,7,AI Traffic,avg_session_duration,317.9575302402529,-43.03350855057495,703.0574558639939,2026-07-01
2026,8,AI Traffic,avg_session_duration,324.420043381807,-61.34298673466973,691.9624598780396,2026-08-01
2026,9,AI Traffic,avg_session_duration,330.8825565233611,-60.88734907555427,719.3756182510444,2026-09-01
2026,10,AI Traffic,avg_session_duration,337.1366014990586,-57.1829297831882,728.1381045870236,2026-10-01
2026,11,AI Traffic,avg_session_duration,343.59911464061264,-61.615247886821784,740.2618001692905,2026-11-01
2026,1,AI Traffic,bounce_rate,31.981650270876344,16.708091804576544,49.307342011042394,2026-01-01
2026,2,AI Traffic,bounce_rate,33.83063375750246,19.545840084533943,49.56690152789056,2026-02-01
2026,3,AI Traffic,bounce_rate,35.50068335832606,18.33450942579012,51.573439171875485,2026-03-01
2026,4,AI Traffic,bounce_rate,37.34966684495217,22.27268727603093,53.68040842901457,2026-04-01
2026,5,AI Traffic,bounce_rate,39.13900570297746,23.206566496487206,55.463694691372766,2026-05-01
2026,6,AI Traffic,bounce_rate,40.987989189603574,24.610259414373623,58.55491632568797,2026-06-01
2026,7,AI Traffic,bounce_rate,42.77732804762885,25.506798902228024,58.80362667561565,2026-07-01
2026,8,AI Traffic,bounce_rate,44.62631153425497,28.70569794914492,60.941668960090226,2026-08-01
2026,9,AI Traffic,bounce_rate,46.47529502088109,30.532160138839316,62.40429373274025,2026-09-01
2026,10,AI Traffic,bounce_rate,48.264633878906366,32.5387796105173,64.56380763169322,2026-10-01
2026,11,AI Traffic,bounce_rate,50.113617365532484,34.65104616786749,66.04703504782974,2026-11-01
2026,1,AI Traffic,sessions,373.31434407035084,274.80677706263515,476.197859770324,2026-01-01
2026,2,AI Traffic,sessions,391.48536077701533,290.1049225335247,491.86728383803245,2026-02-01
2026,3,AI Traffic,sessions,407.8978919959381,308.6170065975446,512.5199361295832,2026-03-01
2026,4,AI Traffic,sessions,426.0689087026025,326.52814448603203,523.0812362195994,2026-04-01
2026,5,AI Traffic,sessions,443.6537635800198,347.781890186228,543.8019301976348,2026-05-01
2026,6,AI Traffic,sessions,461.82478028668436,359.53214056424105,563.2662230727383,2026-06-01
2026,7,AI Traffic,sessions,479.40963516410153,377.33057129714746,572.1873226252835,2026-07-01
2026,8,AI Traffic,sessions,497.5806518707661,397.14943679672365,602.569931514756,2026-08-01
2026,9,AI Traffic,sessions,515.7516685774306,415.7863015672649,623.89754681733,2026-09-01
2026,10,AI Traffic,sessions,533.3365234548479,425.54455730525376,631.9032770298807,2026-10-01
2026,11,AI Traffic,sessions,551.5075401615123,450.3881635895408,657.4070670829593,2026-11-01
2026,1,AI Traffic,views_per_session,1.5517029961327844,1.3575537919066833,1.772168384064178,2026-01-01
2026,2,AI Traffic,views_per_session,1.5565483250874332,1.342301459227554,1.76031971845399,2026-02-01
2026,3,AI Traffic,views_per_session,1.5609247512400195,1.3567727209418259,1.775368748722577,2026-03-01
2026,4,AI Traffic,views_per_session,1.5657700801946683,1.381685603783659,1.7749694767480224,2026-04-01
2026,5,AI Traffic,views_per_session,1.5704591082152963,1.36793949116252,1.792690377815019,2026-05-01
2026,6,AI Traffic,views_per_session,1.5753044371699452,1.3574636052927411,1.7934439932357775,2026-06-01
2026,7,AI Traffic,views_per_session,1.5799934651905734,1.3878232194572202,1.794037335834015,2026-07-01
2026,8,AI Traffic,views_per_session,1.5848387941452222,1.3756253010520414,1.7995453557444503,2026-08-01
2026,9,AI Traffic,views_per_session,1.589684123099871,1.3906431872463492,1.7885442869700607,2026-09-01
2026,10,AI Traffic,views_per_session,1.5943731511204993,1.386331586611881,1.801389644025187,2026-10-01
2026,11,AI Traffic,views_per_session,1.599218480075148,1.386156088700348,1.8130390741192801,2026-11-01
2026,1,Direct,avg_session_duration,86.17506750627489,-1.731534685801166,169.97351048142536,2026-01-01
2026,2,Direct,avg_session_duration,81.96743645237359,-2.708901624960382,165.16778004505065,2026-02-01
2026,3,Direct,avg_session_duration,78.16699550046273,-4.550617080838133,155.16830811351068,2026-03-01
2026,4,Direct,avg_session_duration,73.95936444656145,-12.265096627123299,150.67365455125272,2026-04-01
2026,5,Direct,avg_session_duration,69.88746342665698,-9.833150166600682,152.75811794659592,2026-05-01
2026,6,Direct,avg_session_duration,65.67983237275567,-12.539301727910871,144.90760618827866,2026-06-01
2026,7,Direct,avg_session_duration,61.6079313528512,-18.246054713788936,145.25066735532474,2026-07-01
2026,8,Direct,avg_session_duration,57.40030029894992,-31.735808917658503,142.64855190277996,2026-08-01
2026,9,Direct,avg_session_duration,53.19266924504863,-29.785651349941837,135.76976895044967,2026-09-01
2026,10,Direct,avg_session_duration,49.12076822514414,-28.579984828102802,130.7935880310653,2026-10-01
2026,11,Direct,avg_session_duration,44.91313717124286,-38.15585567297919,125.3198764073252,2026-11-01
2026,1,Direct,bounce_rate,56.032089913872085,19.019258140488173,94.51581462424164,2026-01-01
2026,2,Direct,bounce_rate,58.911581075946614,21.59750083159756,97.7192795030998,2026-02-01
2026,3,Direct,bounce_rate,61.51241180298166,22.798747511921942,96.96417966486506,2026-03-01
2026,4,Direct,bounce_rate,64.39190296505619,25.48157866697952,101.48345701409228,2026-04-01
2026,5,Direct,bounce_rate,67.17850731545089,32.74808756580355,103.16030142535537,2026-05-01
2026,6,Direct,bounce_rate,70.0579984775254,33.44848239056565,107.61388594905769,2026-06-01
2026,7,Direct,bounce_rate,72.8446028279201,36.36358751455411,109.34104796487537,2026-07-01
2026,8,Direct,bounce_rate,75.72409398999463,36.93705461696888,113.47881821827522,2026-08-01
2026,9,Direct,bounce_rate,78.60358515206914,40.05163554066505,114.27801860007165,2026-09-01
2026,10,Direct,bounce_rate,81.39018950246384,43.607937954624475,120.32189629555394,2026-10-01
2026,11,Direct,bounce_rate,84.26968066453836,45.68589967394606,122.3931257560053,2026-11-01
2026,1,Direct,sessions,78068.13246715633,9798.122935725778,159558.86225266955,2026-01-01
2026,2,Direct,sessions,78618.39753494924,3702.9271241433303,154246.82937855483,2026-02-01
2026,3,Direct,sessions,79115.41114456863,4232.541714434347,155858.45768323913,2026-03-01
2026,4,Direct,sessions,79665.67621236155,8013.976195333016,152437.61104106595,2026-04-01
2026,5,Direct,sessions,80198.19079409662,5596.078572420699,149257.84528636374,2026-05-01
2026,6,Direct,sessions,80748.45586188954,5878.944100065563,151144.05924906218,2026-06-01
2026,7,Direct,sessions,81280.97044362461,6376.135478623295,155069.44146478057,2026-07-01
2026,8,Direct,sessions,81831.23551141753,7118.047409937456,148885.05761036155,2026-08-01
2026,9,Direct,sessions,82381.50057921043,6105.693443569856,154820.42926590532,2026-09-01
2026,10,Direct,sessions,82914.0151609455,10149.762432785838,155295.86513908184,2026-10-01
2026,11,Direct,sessions,83464.28022873841,11499.853535675413,155150.4154168657,2026-11-01
2026,1,Direct,views_per_session,0.7790903453696457,0.3572301712417985,1.1722806123423142,2026-01-01
2026,2,Direct,views_per_session,0.7100408724637828,0.3398598255992001,1.1061195488474822,2026-02-01
2026,3,Direct,views_per_session,0.6476736066133261,0.25349980287215507,1.0497044561227071,2026-03-01
2026,4,Direct,views_per_session,0.5786241337074631,0.1724723247917043,0.9623608841432231,2026-04-01
2026,5,Direct,views_per_session,0.5118020631534022,0.12183952369845019,0.9271998454906241,2026-05-01
2026,6,Direct,views_per_session,0.4427525902475392,0.04466604219520482,0.8244662055567329,2026-06-01
2026,7,Direct,views_per_session,0.37593051969347846,-0.03696473231821452,0.764633737616196,2026-07-01
2026,8,Direct,views_per_session,0.3068810467876155,-0.06241539107895233,0.6882703155348165,2026-08-01
2026,9,Direct,views_per_session,0.2378315738817526,-0.14361013600525618,0.6754342020809145,2026-09-01
2026,10,Direct,views_per_session,0.17100950332769163,-0.2179058285713547,0.5393208440896021,2026-10-01
2026,11,Direct,views_per_session,0.10196003042182893,-0.26749317726124333,0.5008240055415958,2026-11-01
2026,1,Email,avg_session_duration,23.607328310647755,-247.75048328070937,296.95396444903736,2026-01-01
2026,2,Email,avg_session_duration,4.1035819044022865,-268.6514637331424,266.43354337842334,2026-02-01
2026,3,Email,avg_session_duration,-13.512705172206571,-297.27047531074203,234.7652549005735,2026-03-01
2026,4,Email,avg_session_duration,-33.01645157845207,-286.54497426666006,228.66804717800989,2026-04-01
2026,5,Email,avg_session_duration,-51.89104487481873,-331.11233494895396,219.70118333908633,2026-05-01
2026,6,Email,avg_session_duration,-71.39479128106417,-374.04324141188965,203.77508373625784,2026-06-01
2026,7,Email,avg_session_duration,-90.26938457743083,-363.75693359969375,181.49654548946697,2026-07-01
2026,8,Email,avg_session_duration,-109.77313098367632,-383.1695377413725,178.02073963098,2026-08-01
2026,9,Email,avg_session_duration,-129.27687738992182,-409.18186614400395,139.0211567659835,2026-09-01
2026,10,Email,avg_session_duration,-148.1514706862885,-421.3803776095758,136.48694809347464,2026-10-01
2026,11,Email,avg_session_duration,-167.65521709253397,-435.1255534182194,119.84275905911551,2026-11-01
2026,1,Email,bounce_rate,82.9582435734523,38.3009353005842,126.25609515517291,2026-01-01
2026,2,Email,bounce_rate,88.65893632267847,47.27405558967766,130.48261475960993,2026-02-01
2026,3,Email,bounce_rate,93.80794912843118,53.12723681832756,136.1663547890122,2026-03-01
2026,4,Email,bounce_rate,99.50864187765738,58.335633143715945,142.126907286065,2026-04-01
2026,5,Email,bounce_rate,105.0254413123924,63.12102341511897,146.68426240336234,2026-05-01
2026,6,Email,bounce_rate,110.7261340616186,69.03616055512308,148.27599301721887,2026-06-01
2026,7,Email,bounce_rate,116.24293349635361,72.78223717815946,160.48180034059826,2026-07-01
2026,8,Email,bounce_rate,121.94362624557982,80.60382685857614,164.24676244558444,2026-08-01
2026,9,Email,bounce_rate,127.64431899480604,85.16856198884288,167.34860211102625,2026-09-01
2026,10,Email,bounce_rate,133.16111842954106,91.0490755826216,173.12580698052687,2026-10-01
2026,11,Email,bounce_rate,138.86181117876725,98.0434444985798,179.39385265472077,2026-11-01
2026,1,Email,sessions,40.87592224061708,-102.99159236100922,177.7790707226413,2026-01-01
2026,2,Email,sessions,34.84040013078289,-103.86856715998513,177.48626255500838,2026-02-01
2026,3,Email,sessions,29.38896080577135,-116.60353739006005,171.2156604130417,2026-03-01
2026,4,Email,sessions,23.353438695937147,-120.5208082583295,163.95899933433103,2026-04-01
2026,5,Email,sessions,17.512610847710505,-117.91563550449307,164.70657313150556,2026-05-01
2026,6,Email,sessions,11.477088737876317,-134.64252234250628,149.3730696756394,2026-06-01
2026,7,Email,sessions,5.636260889649673,-129.2777437879891,147.74604053933635,2026-07-01
2026,8,Email,sessions,-0.39926122018452864,-142.42005766337752,143.88097602749323,2026-08-01
2026,9,Email,sessions,-6.434783330018731,-157.943831188881,145.3464904545763,2026-09-01
2026,10,Email,sessions,-12.275611178245374,-148.32378128720012,134.91370937047654,2026-10-01
2026,11,Email,sessions,-18.311133288079574,-161.16557456661593,132.69516191212392,2026-11-01
2026,1,Email,views_per_session,-0.5175337902805335,-3.520576700582487,2.3139706786794316,2026-01-01
2026,2,Email,views_per_session,-0.8699205445123321,-3.6043625585571584,1.8546701399364331,2026-02-01
2026,3,Email,views_per_session,-1.1882053547862153,-3.9218274227835077,1.6038219369328215,2026-03-01
2026,4,Email,views_per_session,-1.5405921090180141,-4.340803174901361,1.1793933408629718,2026-04-01
2026,5,Email,views_per_session,-1.8816115485971745,-4.805944984781214,1.0323772753137523,2026-05-01
2026,6,Email,views_per_session,-2.2339983028289727,-5.1935096886562535,0.6546758510184338,2026-06-01
2026,7,Email,views_per_session,-2.575017742408133,-5.434617961808524,0.2646020595945116,2026-07-01
2026,8,Email,views_per_session,-2.927404496639932,-5.564777787746831,-0.036258845801907365,2026-08-01
2026,9,Email,views_per_session,-3.2797912508717304,-5.838840330592439,-0.18460424124840832,2026-09-01
2026,10,Email,views_per_session,-3.6208106904508917,-6.236373544675056,-0.654919715407247,2026-10-01
2026,11,Email,views_per_session,-3.9731974446826896,-6.785081706122245,-1.1248824334017002,2026-11-01
2026,1,Organic Search,avg_session_duration,216.9592760222093,199.0675871715619,234.3925943501226,2026-01-01
2026,2,Organic Search,avg_session_duration,215.9796181953128,198.38636836348007,232.0528452033935,2026-02-01
2026,3,Organic Search,avg_session_duration,215.09476596456756,196.59049823072414,232.77920841421724,2026-03-01
2026,4,Organic Search,avg_session_duration,214.11510813767106,197.20778569366692,231.38235595044242,2026-04-01
2026,5,Organic Search,avg_session_duration,213.1670521761583,195.62852400341222,229.50160857442333,2026-05-01
2026,6,Organic Search,avg_session_duration,212.18739434926178,194.34521735304892,230.09613557333503,2026-06-01
2026,7,Organic Search,avg_session_duration,211.23933838774903,192.7594456373213,228.93558769618127,2026-07-01
2026,8,Organic Search,avg_session_duration,210.25968056085253,192.44681328953408,229.75286957398913,2026-08-01
2026,9,Organic Search,avg_session_duration,209.28002273395603,190.8229469239711,227.0773493593404,2026-09-01
2026,10,Organic Search,avg_session_duration,208.33196677244325,191.34294849116205,224.93105784986378,2026-10-01
2026,11,Organic Search,avg_session_duration,207.35230894554675,189.37786456559957,226.87982053723775,2026-11-01
2026,1,Organic Search,bounce_rate,28.183242225635507,19.639314546017083,36.576689408265466,2026-01-01
2026,2,Organic Search,bounce_rate,29.883270765556322,21.31404531210045,39.642740631409175,2026-02-01
2026,3,Organic Search,bounce_rate,31.418780414517062,22.61463842319513,40.03103915264816,2026-03-01
2026,4,Organic Search,bounce_rate,33.11880895443788,24.39741674850081,41.7598264240566,2026-04-01
2026,5,Organic Search,bounce_rate,34.76399786403868,25.41819896738243,43.95094550006993,2026-05-01
2026,6,Organic Search,bounce_rate,36.464026403959494,27.664702136648057,45.9601693339661,2026-06-01
2026,7,Organic Search,bounce_rate,38.109215313560284,29.421628218616355,47.24331182965926,2026-07-01
2026,8,Organic Search,bounce_rate,39.80924385348111,30.845379858482804,49.257554944686866,2026-08-01
2026,9,Organic Search,bounce_rate,41.50927239340192,33.27671490569548,50.60733472522854,2026-09-01
2026,10,Organic Search,bounce_rate,43.15446130300271,34.144695439882064,51.51244768406751,2026-10-01
2026,11,Organic Search,bounce_rate,44.85448984292353,35.984349804740496,53.63862759025036,2026-11-01
2026,1,Organic Search,sessions,55954.85597888432,39967.826238043555,71968.46667559048,2026-01-01
2026,2,Organic Search,sessions,53149.23627183455,37602.72123188686,68874.12194282308,2026-02-01
2026,3,Organic Search,sessions,50615.12814933798,35416.419529137136,66993.58929860288,2026-03-01
2026,4,Organic Search,sessions,47809.508442288214,32889.371974526126,62393.81038291215,2026-04-01
2026,5,Organic Search,sessions,45094.39259675617,29557.321197194793,59637.86491846452,2026-05-01
2026,6,Organic Search,sessions,42288.7728897064,27181.295127472353,57436.60766961515,2026-06-01
2026,7,Organic Search,sessions,39573.65704417437,23291.425846147427,55291.646561121546,2026-07-01
2026,8,Organic Search,sessions,36768.0373371246,21321.706073912643,52934.58999986329,2026-08-01
2026,9,Organic Search,sessions,33962.41763007483,18200.070668652843,49090.067805106904,2026-09-01
2026,10,Organic Search,sessions,31247.30178454279,14995.164287294896,46853.894188582635,2026-10-01
2026,11,Organic Search,sessions,28441.682077493017,11648.805069865179,42507.519882634304,2026-11-01
2026,1,Organic Search,views_per_session,1.707060191170789,1.6469070275366422,1.7674596321795697,2026-01-01
2026,2,Organic Search,views_per_session,1.6998402804151365,1.641350967292715,1.7652477392109251,2026-02-01
2026,3,Organic Search,views_per_session,1.6933190707003534,1.6247275647231518,1.7587606435830159,2026-03-01
2026,4,Organic Search,views_per_session,1.6860991599447006,1.615443411152541,1.7582416793438775,2026-04-01
2026,5,Organic Search,views_per_session,1.6791121495360044,1.6015946554337643,1.7562459870494458,2026-05-01
2026,6,Organic Search,views_per_session,1.6718922387803516,1.5884925556477105,1.7542479103835587,2026-06-01
2026,7,Organic Search,views_per_session,1.6649052283716557,1.5727195171774533,1.7611291298569853,2026-07-01
2026,8,Organic Search,views_per_session,1.6576853176160027,1.5554494705809412,1.7626843751455354,2026-08-01
2026,9,Organic Search,views_per_session,1.65046540686035,1.5400637237374863,1.7654921067780265,2026-09-01
2026,10,Organic Search,views_per_session,1.643478396451654,1.516845915933432,1.777271974745139,2026-10-01
2026,11,Organic Search,views_per_session,1.6362584856960012,1.4963579219855014,1.7797524652711934,2026-11-01
2026,1,Organic Shopping,avg_session_duration,7189.068064204333,-3678.5818756753815,17844.56244778457,2026-01-01
2026,2,Organic Shopping,avg_session_duration,7931.511458652749,-2494.9955571400346,18720.18818517627,2026-02-01
2026,3,Organic Shopping,avg_session_duration,8602.105492348093,-1270.8600884637765,19436.954397198697,2026-03-01
2026,4,Organic Shopping,avg_session_duration,9344.548886796509,-1698.4999573696157,20102.08703790032,2026-04-01
2026,5,Organic Shopping,avg_session_duration,10063.042494327234,449.80324180722266,20622.05491488067,2026-05-01
2026,6,Organic Shopping,avg_session_duration,10805.48588877565,221.79438293949818,20797.78730134464,2026-06-01
2026,7,Organic Shopping,avg_session_duration,11523.979496306378,880.8706353463758,22117.354126753,2026-07-01
2026,8,Organic Shopping,avg_session_duration,12266.422890754793,1543.5975026815297,22788.8929452382,2026-08-01
2026,9,Organic Shopping,avg_session_duration,13008.866285203207,2148.8523110490305,23200.004171758686,2026-09-01
2026,10,Organic Shopping,avg_session_duration,13727.359892733934,3273.833338578663,23648.27995712066,2026-10-01
2026,11,Organic Shopping,avg_session_duration,14469.80328718235,3571.134306530605,25552.494254563528,2026-11-01
2026,1,Organic Shopping,bounce_rate,97.73887067019933,27.53590717597338,168.80850781947646,2026-01-01
2026,2,Organic Shopping,bounce_rate,106.56978844175877,38.98302585320446,174.22527685951815,2026-02-01
2026,3,Organic Shopping,bounce_rate,114.54610126768343,44.14855913063875,184.3825045450044,2026-03-01
2026,4,Organic Shopping,bounce_rate,123.37701903924285,53.66222631458488,188.29632726446098,2026-04-01
2026,5,Organic Shopping,bounce_rate,131.9230684955907,60.366522309082946,201.77020093832627,2026-05-01
2026,6,Organic Shopping,bounce_rate,140.7539862671501,73.01449701730148,203.9607089525379,2026-06-01
2026,7,Organic Shopping,bounce_rate,149.30003572349796,80.07614302839379,216.7478357692433,2026-07-01
2026,8,Organic Shopping,bounce_rate,158.1309534950574,87.9531138956549,224.766973493481,2026-08-01
2026,9,Organic Shopping,bounce_rate,166.96187126661684,100.09902342015276,238.82610237794415,2026-09-01
2026,10,Organic Shopping,bounce_rate,175.50792072296468,108.1052582666075,245.7500270507545,2026-10-01
2026,11,Organic Shopping,bounce_rate,184.33883849452414,112.84385758549945,258.91842546888904,2026-11-01
2026,1,Organic Shopping,sessions,-7.4051230413448135,-16.01040764481883,1.1776858823046705,2026-01-01
